date,title,link,article,cost_parsed
2011-09-28 18:30 ,"
                                EnergyTrend: Solar Price Continues to Drop, Alarming Sign for the Market                            ",https://www.energytrend.com/pricequotes/20110928-2100.html,"


September 28, 2011 --- The polysilicon industry has seen several changes recently that have been the focus of the industry. Firstly, not only has GCL-Poly Energy’s announced production capacity expansion exceeded expectations, but it is rumored that the company is considering cooperation with Foxconn. Meanwhile, the future trend of polysilicon price is unknown. According to EnergyTrend, a research division of TrendForce, European and American manufacturers who were unwilling to give in on price are beginning to show signs of concession in terms of long-term contract price for 2012, with the lowest quotes down to US$40/kg. As for Asian and other second-tier makers, price is expected to reach US$40/kg in Q4 of this year. Although polysilicon price has been adjusted noticeably, downstream manufacturers indicate that this is a reflection of the oversupply situation and not a positive development.
	In terms of raw materials, EnergyTrend indicates that as polysilicon manufacturers are shipping aggressively, more and more makers are dumping their excess contract goods on the spot market. This has caused spot price to plummet, and some manufacturers have already quoted prices lower than US$40/kg. However, related manufacturers indicate that this selling price is not the cause of the current status of the spot market. Weak demand and polysilicon makers insisting that clients honor their contracts are the main factors that have caused low price and oversupply on the spot market. Although polysilicon manufacturers have also quoted US$40/kg contract prices, makers indicate that unless demand rises, there will continue to be few transactions.

	Looking towards the future, EnergyTrend believes that price war for the polysilicon industry has begun, and major manufacturers will be using economies of scale to push newcomers out. When price reaches US$40/kg, the polysilicon industry will enter elimination phase; the development of Chinese manufacturers will be a point of focus. Manufacturers that are unable to acquire enough capital will be eliminated, and the status of the industry may improve as a result of elimination of unsustainable enterprises. On the other hand, if current expansion strategies are executed as planned, the industry will remain in a state of severe oversupply.
	 

",US$40/
2011-10-05 18:05 ,"
                                GCL’s Upper Hand a Double-Edged Sword for Downstream Solar Players                            ",https://www.energytrend.com/pricequotes/20111005-2148.html,"


	Yesterday marked the beginning of PV Taiwan (Taiwan International Photovoltaic Forum and Exhibition), a three-day long event that will include Motech, GLC, OCT, and other major PV manufacturers sharing their development plans for the future. First-tier Chinese manufacturer GCL has already revealed their current profit figures, reaffirming their status as an industry leader. Looking towards the future, EnergyTrend, a green energy research division of TrendForce, the PV industry will likely remain in a state of oversupply in 2012. Furthermore, as capacity continues to expand, downward adjustment of polysilicon price is inevitable, but major manufacturers will still have an advantage in terms of price-setting.
 EnergyTrend believes that as GCL will present formidable competition to upstream polysilicon and Si wafer manufacturers, makers already at a disadvantage in terms of capacity and funding will face an even tougher challenge. As for downstream solar cell manufacturers, first-tier makers already cooperating with GCL should benefit, but as for mid and small-sized manufacturers, whether they will be able to enjoy the same prices as first-tier makers depends on the terms that they can offer to GCL.
	 

",
2011-10-12 18:08 ,"
                                Q4 Demand Disappointing, Solar Manufacturers Face Immense Financial Pressure                            ",https://www.energytrend.com/pricequotes/20111012-2203.html,"


	Currently, market rumors abound that some vendors, under immense financial pressures, plan to either liquidate their equipment or use their inventory and equipment as collateral, in order to maintain financial viability. However, related vendors indicate that presently, there is little interest in second-hand equipment. Moreover, as vendors considering the aforementioned measures are already on the verge of bankruptcy, financers are proceeding with extreme caution and there have been few concluded deals. Furthermore, European market subsidy decreases in 2012 were originally expected to spark a wave of installations in Q411, but such orders have yet to be seen.
 EnergyTrend, a research division of TrendForce, indicates that the capacity utilization rate of major Si wafer and solar cell manufacturers continues to decrease. Some small and mid-sized makers are even rumored to be considering temporarily ceasing production in order to decrease expenditures in the face of the harsh economy. A portion of financially struggling manufacturers are dumping their on-hand inventory and materials on the spot market in order to secure funds. However, as most vendors currently have little need for spot materials, there is not much interest in the spot market.
	Solar energy vendors are also concerned about the status of the financial chain. The solar market is heavily dependent on financial support; thus, if banks become less willing to provide loans, this will be detrimental to the short-term development of the market, which will in turn affect manufacturers’ finances. EnergyTrend has observed that some makers have already reduced or temporarily ceased production, but no one has closed due to financial difficulties as of yet. However, once there is a gap in the financial chain, manufacturers deep in the red will be hit first, and there is a real danger that some makers will go bankrupt.

",
2011-10-20 8:56 ,"
                                Solar Cell Makers Face Profitability Challenges in Q4 due to Falling Price and Shrinking Market Demand                            ",https://www.energytrend.com/pricequotes/20111020-2276.html,"

According to EnergyTrend, a research division of TrendForce, as upstream raw material price decreased rapidly and manufacturers sustained fewer inventory depreciation losses in Q3, most makers’ Q3 figures were better than those from the previous quarter. However, related manufacturers indicate that demand has not increased notably in Q4, global inventory levels remain relatively high, and the industry is entering the traditional slow season. Consequently, EnergyTrend believes that manufacturers will continue to face operational challenges until Q1 of 2012. 
	As for conversion efficiency rates, mainstream product conversion efficiency rate was 16.4-16.6% in Q3, and has already reached 16.8% in Q4. Looking ahead, manufacturers have all set their target rates above 17% for Q1 of 2012. Thus, solar cell makers are currently concentrating their efforts on improving process technology in hopes of raising average conversion efficiency rate to 17% by the end of this year.
	Additionally, this week Taiwanese manufacturers have been displaying their newest products at Solar Power International’s convention in Dallas, and it is clear that makers are focusing on lowering cost and increasing efficiency. For instance, Motech boasted their new “LEO cell”, a multi-Si solar cell with increased conversion efficiency (17.4%) from new process technology. Thus, not only will manufacturers face an oversupply situation in 2012, but increasing product conversion efficiency will be another important challenge for makers to overcome if they are to survive the economic downturn.
	 

",
2011-10-26 18:04 ,"
                                Pessimism Permeates Solar Market, Few Buyers as PV Price Continues to Fall                            ",https://www.energytrend.com/pricequotes/20111026-2328.html,"


	According to EnergyTrend, a research division of TrendForce, as inventory levels remain high and demand is not strong, PV price continues to decrease gradually. However, the lower prices have not enticed buyers and stimulated demand. Based on the current European and U.S. market outlook, it is likely to be a harsh winter for the PV industry.
	Currently, as price continues to fall and demand shows no signs of picking up, many major manufacturers are aiming to increase international sales. In addition to extending payment schedules, makers are providing financial support for downstream expansion, which will in turn result in increased shipment volumes. Thus, mid to small-scale manufacturers will face even more challenges on the market; not only must they deal with their own cost management, but they are unable to contend with financially stable major macnufacturers. As such, their short-term operational goals are to hold onto their cash and lower inventory levels in order to make it through the cold winter.
	The Solar Power International exhibition came to a conclusion last week, but the news from the event should keep the solar industry talking for a while. For instance, the anti-dumping appeal headed by Solarworld leader and bankruptcy protection rumors, all indicators of China’s position in the solar market. While China has a large market share, they are still stuck in a state of oversupply and low prices. Amongst the many market rumors and varying opinions, perhaps the only consensus is that winter is indeed coming for the solar industry.
	 

",
2011-11-03 15:24 ,"
                                Solar Industry Oversupply Persists Despite Demand Recovery in Q4                            ",https://www.energytrend.com/pricequotes/20111103-2372.html,"


	According to EnergyTrend, a research department of TrendForce, as both Germany and Britain have recently announced new government subsidies for 2012 (with significantly adjusted figures), the European market has seen signs of recovery. However, EnergyTrend indicates that global solar energy industry inventory levels are still around 6GW-8GW; while demand from Europe may recover somewhat, this new development will not have a significant impact on the industry as a whole. Manufacturers are still facing oversupply, and the current increase of installations will not provide any substantial benefit to mid and upstream makers.

	Solar manufacturers have all indicated that they are gearing up for winter; Motech CEO Tso Yuan-huai believes that the situation will be bleak through 1H12. EnergyTrend observes that most manufacturers are exceedingly conservative towards 2012, with pessimistic makers even predicting that things will not improve until 1H13. From the perspective of supply and demand, currently global capacity is approximately 50GW, but forecasted demand for 2012 is around 20GW. Thus, EnergyTrend believes that in order to restore the industry’s supply and demand balance, significant capacity adjustments – and perhaps even the withdrawl of major manufacturers – will be necessary.

	Regarding the spot market, inventory dumping is still prevalent, an indication of continuously weak demand. According to EnergyTrend, the majority of dumped goods on the spot market come from Europe and the U.S., with a portion from Chinese and Korean manufacturers. As spot price continues to fall and there are few concluded deals, traders indicate that buyers are not in a hurry to purchase and experimentally low prices continue to appear on the market. Related manufacturers indicate that while price has not yet hit rock-bottom, it is expected to reach a low in 1Q12.

",
2011-11-10 14:57 ,"
                                Solar Manufacturers Form Strategic Alliances to Escape Cutthroat Market                            ",https://www.energytrend.com/pricequotes/20111110-2434.html,"

According to EnergyTrend, a research division of TrendForce, as product price continues to fall, midstream Taiwanese PV manufacturers’ profits are shrinking. In response to the recent price drop, manufacturers have already lowered their utilization rates; some makers have gone so far as to suspend production to counter the latest price decrease. As for the spot market, inventory dumping remains prevalent, but there are still few concluded deals. EnergyTrend indicates that trading prices have hit a new low, which means that manufacturers will continue to face immense inventory pressure.
 
Source: EnergyTrend
	The industry is gearing up for a long winter, but facing such a harsh environment, manufacturers in the PV supply chain have begun to conduct strategic alliances or mergers. Makers are aiming to find a way out of the cutthroat, price-slashing market by improving profitability and supply and demand balance. GCL-Poly has been the most active in this regard – they will continue to expand capacity, capitalizing on their production scale and cost advantage to advance on the wafer market. GCL-Poly is also aggressively laying plans for the integration of downstream systems and power plant bids, in order to enter the end market and to develop both ends of the smiling curve theory. As for components like solar cells and modules, GCL-Poly is currently searching for business partners.
	As for Taiwanese manufacturers, affected by the nature of their position, they are currently cooperating with upstream clients, downstream clients, or each other in order to increase shipments, lower makers’ inventory risk, and escape the cutthroat market. For instance, with cooperation from GCL-Poly, Kenmec, backed by their experience with automatic equipment, solar cells, and modules, has successfully broken into China’s power plant bidding market.
	As for this week’s spot prices, polysilicon, Si wafer, and solar cell price are all on a downtrend. Lowest polysilicon price was US$25/kg, while ASP fell to US$30.1/kg, a decrease of 5.05%. In terms of Si wafers, lowest multi-Si wafer price fell to US$1.1/piece, whereas mono-Si wafer price fell to US$1.6/piece. This week’s multi-Si wafer price decreased significantly, with ASP declining by 4.47% to US$1.303/piece. EnergyTrend believes multi-Si wafer ASP may reach a low of US$1.2/piece in November. Mono-Si wafer ASP fell to US$1.827/piece, a decrease of 3.18%. Lowest solar cell price stayed at US$0.41/Watt, while ASP decreased by 3.41% to US$0.539/Watt. In terms of solar modules, while ASP fell by 1.21% to US$0.983/Watt, the decrease was smaller than last week’s, which EnergyTrend indicates may be attributed to demand recovery on the European market.
	 

",US$25/
2011-11-16 19:10 ,"
                                Unable to Compete in the Price Wars, Mid and Small-scale PV Makers Temporarily Cut Capacity                            ",https://www.energytrend.com/pricequotes/20111116-2471.html,"

According to EnergyTrend, a research division of TrendForce, with the global PV industry in a state of oversupply, price has plummeted in 2011 – most noticeably in the second half of the year. Furthermore, the negative effects have spread to the upstream polysilicon sector as well. EnergyTrend’s data reveals that polysilicon spot price showed slight increases in 1H11, and polysilicon manufacturers temporarily enjoyed the title of “most profitable” in the industry. However, with the addition of new capacity and continued weak demand, polysilicon price has dropped sharply since 3Q. Currently, average price has fallen below the US$30/kg threshold, a figure lower than most mid and small-scale makers’ manufacturing costs.
	Downstream solar cell and wafer manufacturers are eagerly reducing on-hand inventory by dumping on the spot market, causing spot price to fall to new lows. Caught between large-scale manufacturers and downstream clients, with prices that do not provide a competitive advantage, more and more mid and small-scale polysilicon makers are becoming increasingly aggressive about clearing inventory as well as temporarily cutting capacity to decrease losses. As mid and small-scale makers withdraw from the market for the time being, only large-scale manufacturers will remain, which will hopefully restore some order to the industry. EnergyTrend believes this will help gradually stabilize polysilicon price.
	On the other hand, Si wafer manufacturers’ inventory levels continue to decrease. According to EnergyTrend’s research, for the majority of manufacturers in both China and Taiwan, inventory levels have already reached an acceptable range. Currently, few manufacturers have over ten million wafers in stock, and those who do continue to clear their inventory. EnergyTrend believes that the status of the Si wafer industry is similar to that of the polysilicon industry in the following respect: mid and small-scale makers without a competitive advantage are temporarily ceasing production, and it is possible that Si wafer price will stabilize as only major manufacturers with inventory to clear remain on the market.
	 

",US$30/
2011-11-23 18:57 ,"
                                Solar Price Drop Curbs; Carbon Emissions Trading Is Expected to Spur Solar Demand                            ",https://www.energytrend.com/pricequotes/20111123-2521.html,"

The carbon emissions trading system has been widely discussed in the past, but for a number of reasons, the idea has not been received well. Recently, greater reception in several parts of the world have begun: with Europe’s rather mature trading platform and market, the Australia government’s recently passed the Clean Energy Act, planning to enforce the carbon emissions trading system starting 2015. Moreover, China also announced its carbon emissions trading pilot scheme. Consequently, the tradition coal power industry’s generation will decrease as the popularization of the carbon emissions trading system increases, which will benefit the industries of assorted clean energies including solar energy.

EnergyTrend, a research division of TrendForce, believes that the underperformance of the global solar industry is mainly due to drastic overexpansion of the global solar capacity. Reducing PV capacity will revive the weak demand, but to what degree remains to be seen.
	 

",
2011-11-28 18:29 ,"
                                Tablet and Notebook Battery Market Outlooks Differ Vastly                            ",https://www.energytrend.com/pricequotes/20111128-2544.html,"


According to EnergyTrend, a research division of TrendForce, the ASP of 2.2Ah lithium cylindrical battery cell dropped to US$ 0.65 in November, representing a 7% decrease, while the ASP of 2.8Ah plunged to US$0.75. In addition, the ASPs of 2.3Ah and 3.2Ah lithium polymer battery cells dipped to US$ 1.48 and US$ 1.75, respectively, showing a less drastic drop. The lithium polymer battery, one of the more popular batteries in the market, is mainly adopted in tablet PCs.
Weak Demand Caused Inventory Level to Surge
As a result of Europe’s chaotic financial order, the consumers’ purchasing intention has been low. Moreover, the exclusivity of the tablet and notebook markets and the consumers’ preference for low-price products has become more and more prominent. For this reason, the manufacturers have even revised the 4Q11 sales target for their high-price mainstream products and remain conservative about the outlook in 2012. The industry’s overly optimistic forecast on the market prospects in 3Q11 resulted in the high inventory level of batteries in 4Q11, and the sales of end-market products have been receiving increasing interest. Due to tablets’ higher popularity in the market, notebook batteries’ inventory level is higher than that of tablet batteries.
Battery Makers Cut Production Due to Slow Market

The low-price products’ high popularity compromises the shipment of high-end battery products, including the high-capacity battery, not to mention that the low-price products’ sales also fall short of expectations. The weak demand has caused the battery price in November to drop to the same level of 1Q11; the standard 2.2Ah battery price dipped to US$1.41, a relatively low price.
",
2011-12-01 11:53 ,"
                                Taiwanese Manfacturers to Enter Solar System Market and Face New Challenge                            ",https://www.energytrend.com/pricequotes/20111201-2578.html,"

As a result of the persisting price downtrend, the mid-stream Taiwanese solar cell makers have been facing deficits since the beginning of 2011. With the prices showing no signs of rebound in the near term, manufacturers have shifted the focus to the end market, bidding for the Taiwanese and foreign solar system installations through sole proprietorship, joint ventures or strategic alliances. Referring to the global market’s dynamics shift, it is inevitable for the Taiwanese manufacturers to place more emphasis on the end market, which is expected to bring a new challenge, according to EnergyTrend, the green energy research divsion of TrendForce.
	First, the issue facing the Taiwanese manufacturers is fund accessibility. Due to that it requires a considerable amount of fund to enter the large solar system bidding market, if manufacturers are unable to acquire the support from the banks or investment firms, it will largely burden the companies’ finance. In the mature markets such as North American and European markets, obtaining the Power Purchase Agreement is the key to acquiring financial support. As for a certain investment project of an anonymous company, the lack of Power Purchase Agreement adds uncertainty to the management of the power plant. Hence, EnergyTrend believes that it more risky to bid for that particular project than for other traditional projects.
	Second, EnergyTrend  is certain that Taiwanese manufacturers will be facing the “Local Content Requirement” issue in the future. Considering the policies of European, Indian and United States’ markets, the adoptions of the local products dominate the direction of the policies. Such logic stems from the goal to increase domestic job opportunities; European Union’s “FIT Premium,” United States’ “Buy America” and India’s “Local Content” are all in lines with the logic and a crucial factor for the aforementioned countries to decide whether or not to subsidize the related industries. Regions with great market potential, such as China, Southeast Asia, North and South Africa, will be the next major battlefield for the Taiwanese solar companies, which will also face the aforementioned issues.
 EnergyTrend believes that “Local Content Requirement” has become a pressing issue and will in turn affect the capacity arrangement of the related manufacturers and their transnational management strategies and fund accessibility. Taiwanese companies which have  entered or are planning to enter the market should predict the problems they will be tackling and come up with solutions beforehand.
	 

",
2011-12-08 10:08 ,"
                                High-Efficiency Solar Products Gaining Popularity; Manufacturers’ Technology Capability and Strategies Come into Play                            ",https://www.energytrend.com/pricequotes/20111208-2629.html,"

According to EnergyTrend’s survey, high-efficiency products are still in great demand in the market, which brings hope to the underperforming solar market. But according to related manufacturers, clients are mainly interested in products with conversion efficiencies above; those with efficiencies below 17% are categorized as B-grade products with prices 30-50% lower than those of superior products. EnergyTrend, a research division of TrendForce, believes that it will bring a new challenge to the Taiwanese manufacturers.
	First, multi-Si solar cell products still account for the majority of Taiwanese solar cell makers’ product mix. Due to the fact that a good amount of products’ conversion efficiencies still range between 16.6% to 16.9%, products with conversion efficiencies higher than 17% still make up a relatively small portion of the total production, which the manufacturers’ revenues hinge upon. Moreover, the price gap between multi-Si and mono-Si solar cell products continues to narrow and the prices of 17% (and above) multi-Si and mono-Si solar cell products have become the same. As a result, multi-Si solar cell makers are striving to increase the portion of 17% products in order to gain profit.
	Second, on account of the increasing demand for high-efficiency products, more manufacturers are focusing on the future development of N-type products. However, the migration to N-type products cannot be achieved by a sole manufacturer; it requires joint efforts between wafer, cell and module makers and a thorough plan on equipment installations. Based on EnergyTrend’s research, N-type product makers are still the minority in the industry, and all of them cover assorted sectors from wafer to module. For this reason, some Taiwanese wafer, cell and module makers have been discussing the possibility of cooperating in order to achieve vertical integration from wafer to module and put the N-type production into action.

",
2011-12-15 10:01 ,"
                                China and U.S. Solar Trade War Begins, Taiwanese Vendors to Benefit                            ",https://www.energytrend.com/pricequotes/20111215-2682.html,"

As the US has launched an anti-dumping investigation of China’s solar products, the Chinese PV industry is taking steps towards self-preservation – Taiwanese vendors will reap the benefits of these measures, and will likely see increased sales.
	According to statistics from EnergyTrend, a research division of TrendForce, module products from China account for over 50% of the U.S. market. The remainder comes from Japan, Korea, and Europe, and these countries will benefit once the anti-dumping investigation is approved. However, the benefit to Taiwanese PV module makers will be minimal, as they are limited by production scale as well as brand image. Furthermore, as solar cells, mainly produced in China, Europe, and Taiwan, account for 10% of solar products imported to the U.S., once countervailing duties are imposed on Chinese products, Taiwanese PV cell makers will benefit either from transferred or direct orders.
	According to EnergyTrend, recently Chinese vendors have sought out Taiwanese vendors for cooperation; for instance, top-tier Chinese vendors have already begun preliminary negotiations regarding solar cell and module ODM / OEM. However, EnergyTrend indicates that as price offers have remained relatively low, Taiwanese vendors are not yet eager to accept orders.
	Though transferred orders may bring out more positive market expectations, Taiwanese wafer and cell makers revenue performance varied, according to the latest financial results released in November. Affected by the persisting price downtrend and stagnant demand, a number of companies underwent huge setbacks in their revenues. However, certain companies’ revenue increased due to increased OEM orders, resale of raw material and inventory digestion.
	As for the outlook in December, many manufacturers’ shipments will continue to fall, which is attributed to their strategies of deliberately accepting select clients’ orders to maintain prices. In addition, the solar market remains in a slump and the small amount of year-end rush orders are already in place. Therefore, based on the low utilization rate at present, despite the minor revenue contribution brought about by certain manufacturers’ inventory digestion and the long-term partnerships on material supply, the contribution of wafer and cell production can bring to the total revenues is limited. Moreover, in response to the conservative trend that dominated the solar market, many manufacturers have begun optimizing manufacturing process and seeking to join forces with upstream and downstream players, in the hope of spurring growth in 2012.
 
Source: EnergyTrend
	Compared to October revenues, Solartech Energy’s November revenue suffered the biggest downturn, falling by 46.3%, while November revenues of Motech, Sino-American Silicon Products and Gintech dipped by 33.8%, 32.9% and 10.2%, respectively. Green Energy Technology’s November revenue increased 15.4% MoM, and Neo Solar Power’s remained similar to its October revenue.
	 

",
2011-12-22 16:34 ,"
                                Polysilicon Contract Price to Increase, Top Tier Manufacturers’ Stance Decisive                            ",https://www.energytrend.com/pricequotes/20111222-2735.html,"

According to EnergyTrend research, the current spot market price has ceased falling and stabilized – some products have even seen a price increase. In terms of January 2012 contract price, some upstream suppliers are planning for a slight increase. However, negotiations are still underway, and EnergyTrend believes that the polysilicon contract price trend in 2012 will depend on the stance of downstream makers – wafer manufacturers in particular.
	This week’s wafer prices stayed flat. As for the market trend, high efficiency products and standard products currently show a price gap of around 10-20%. As the market proportion of high efficiency products continues to increase, spot price will be affected significantly. Additionally, most manufacturers have already cleared their inventories and thus have no desire to lower price further. As a result, this week’s prices remained stable, with slight signs of recovery.
	 
	Moreover, according to EnergyTrend, most downstream makers are relatively optimistic towards the market trend in 2012, believing the decreased demand in European markets will be limited while Chinese and Japanese markets will see obvious growth and mid-to-small manufacturers’ temporary production shutdown, all of which the industry believes will help stabilize the PV industry supply. In addition, China has proposed an appropriate policy to support the development of the polysilicon industry. Therefore, EnergyTrendd believes that Chinese government is ready to intervene with the market and companies lacking economies of scale and competitive advantages will likely be forced into mergers and acquisitions or driven out of business. With currently many western manufacturers temporarily shutting down part of capacity to alleviate pressure from decreasing polysilicon price, upstream manufacturers are already planning to increase contract price in 2012.
	 
	The Intersolar India exhibition that came to a conclusion last week without much of encouraging news. The market has seen prices lower than US$0.45/Watt for solar cell products from Indian manufacturers, but their quality and conversion efficiency need further confirmation. Although the quoted prices have not currently affected mainstream market price, India has enormous market potential and government policies to support the development of the solar cell and module industry. EnergyTrend believes that in the future Indian makers’ influence on mainstream spot and contract price is sure to gradually increase. 
	 
	 
	 
	 

",US$0.45/
2011-12-29 11:10 ,"
                                Upstream Spot Price Rises, Market Outlook Remains Unclear for 2012                            ",https://www.energytrend.com/pricequotes/20111229-2767.html,"

According to EnergyTrend, TrendForce’s green energy research division, there is a division among current spot market price trends – solar cell and module prices have ceased falling and stabilized, while polysilicon and Si wafer prices are showing signs of an uptrend. As for the contract price trend in 2012, there has been talk of polysilicon and Si wafer price increases, but currently buyers and vendors are not seeing eye to eye on the matter. Related manufacturers indicate the market trend for 2012 is unclear, which does not generally favor price increases. Therefore, EnergyTrend believes it is unlikely that contract price will see an increase in 2012.
	This week’s polysilicon price increased significantly. EnergyTrend believes that the wide range is attributable to the gradual increase of high efficiency Si wafer demand, which has pulled polysilicon price up as well. On the other hand, with clients demanding higher quality, some polysilicon makers are unable to provide clients with products that fulfill their requirements, and can only target the standard market by offering lower prices.
	This week’s Si wafer price also saw a slight increase. According to EnergyTrend research, currently downstream solar cell clients are focusing on proprietary high efficiency products. Some top-tier makers are even focusing all product planning for 2012 on high efficiency products. Furthermore, as some Si wafer manufacturers as unable to increase high efficiency product capacity and the yield rate, high efficiency products and standard products currently have a price gap of approximately US$0.2/piece. The high efficiency wafer demand increase is the cause of this week’s slight price increases.
	As for contract price, vendors are slightly more straightforward. Currently, a major manufacturer located in Asia has quoted a price of approximately US$30/kg for polysilicon price in 2012. In terms of Si wafers, related vendors indicate that the target average contract price for 2012 will be US$1.2/piece. This represents a price gap of 10% - 20% between standard and high efficiency products. As for buyers, related vendors indicate that the European market price has not improved, inventory has not yet been cleared, and cost has not been transferred to the client-end. Thus, the overall situation is not conducive to a price increase.

",US$0.2/
2012-01-03 16:12 ,"
                                4Q11 Lithium Battery Market Stabilized by Chinese New Year Demand Surge                            ",https://www.energytrend.com/pricequotes/20120103-2793.html,"

NB Battery’s Stagnant Demand Showed Signs of Rebound
According to EnergyTrend, the green energy research division of TrendForce, due to the persisting weak demand for notebook in December 2011 and the initial production downsizing taking effect, the price drop of battery cells has decreased to below 1.5%. However, in addition to the uncertain economic outlook, the standstill of assorted components’ development and the lack of new notebooks releases by the big brands stagnated the market, which resulted in the bleak demand that continued to impede battery makers.
Nonetheless, based on the shipments of components including battery, the market has shown a minor demand surge, which EnergyTrend refers to the fewer working days in January 2012 due to the Chinese New Year holiday and the expected labor shortage in February. The impending Chinese New Year holiday revived the dreary market outlook.
Lithium Polymer Battery Cell Prices Experienced More Drastic Drop
At present, iPad, Kindle Fire and Galaxy Tab are the stars in the tablet market, and each of them owns a fair amount of market share, which changes the landscape of the tablet PC market that used to be dominated by one particular product. Under the circumstances, the dynamics of the battery cell market started to shift as the Chinese lithium polymer battery makers took more aggressive actions. To further the difference between products, top-tier manufacturers have increased the energy density and lifespan of their lithium polymer battery cells, which will in turn cause their prices to go up. Enhancingthe products while maintaining consumer-friendly prices becomesa new focus of the industry.
As for the mainstream products such as iPad, the demand for components decreased considerably as it entered the transitional period, which caused the prices of lithium polymer batteries to dip by about 2% averagely. It marked the first time in 2011 the lithium polymer battery cell prices plummeted more than lithium cylindrical ones.
Looking toward 2012, the demand and supply and price changes of lithium polymer battery cells will affect whether the thin type batteries can develop well with the progression of operating systems and processors. Moreover, the new products stir up a change in the cylindrical battery industry. Whether or not Taiwanese battery pack makers are able to win business from the big names in terms of new products and the shift in supply status are the worth noting issues in 2012.

",
2012-01-06 9:11 ,"
                                Solar Cell Makers Benefited from Rush Orders; Polysilicon Contract Price Likely to Surge                            ",https://www.energytrend.com/pricequotes/20120106-2811.html,"

Benefiting from the rush orders from clients in Europe and the United States, Taiwanese solar cell makers’ utilization rates increased evidently, which will affect the future development of contract and spot prices. According to TrendForce,  EnergyTrend’s survey, the contract price of polysilicon is still in negotiation as the buyers and suppliers are yet to reach a consensus. On the other hand, due to the utilization rate surge of solar cell makers propelled by rush orders, polysilicon suppliers took this opportunity to jack up the contract price, which affected the spot market and caused the polysilicon spot price this week to remain on an uptrend.
	As for the contract price, according to EnergyTrend, Asian polysilicon suppliers are leaning towards raising the price while the European and the US suppliers are maintaining the current prices. The major manufacturers expect the contract price in January to fall between US$27/kg and US$30/kg, EnergyTrend has learned. However, the downstream companies are still suffering from deficits and are unlikely to burden their clients with increased costs. Therefore, thus far little prospect is seen for a price surge; whether or not the contract price can be increased to US$30/kg remains to be seen.

",US$27/
2012-01-12 11:19 ,"
                                Upstream Price Quotes Increase, Downstream Makers Bide Time                            ",https://www.energytrend.com/pricequotes/20120112-2848.html,"

Due to continual orders from North American regions, solar cell makers’ capacity utilization rate has increased in January. Additionally, the end of holiday vacations brings more price inquiries from European clients, increasing trading activity on the market. According to EnergyTrend, a research division of TrendForce, as order visibility has increased and supply has tightened due to the transition of demand to high efficiency products, suppliers are gradually regaining the upper-hand in terms of prices. In consideration of the current supply and demand situation as well as the price trend, 1Q12 price will see incremental price increases.
 EnergyTrend has confirmed the rising polysilicon price trend. According to EnergyTrend, many top-tier makers have already concluded Q1 contract price negotiations. Currently, only a few companies are still discussing details. In terms of contract price, makers have sold at prices of around $28-30/kg for priority clients, and US$30-40/kg for others. High-efficiency Si wafer demand remains strong, but currently only a portion of wafer makers are able to provide products with over 17% conversion efficiency. According to EnergyTrend, some Si wafer makers have already sold all of their January production and are engaging in price negotiations for February, a clear indication that high-efficiency products will remain in tight supply in the short term.
	Although Taiwanese solar cell makers’ capacity utilization rate has seen significant increases due to the influx of North American orders, EnergyTrend research indicates that most orders are large-scale solar system contracts. In consideration of overall costs and IRR (internal rate of return), currently demand for high efficiency products is not high, with standard products accounting for most of demand. Therefore, downstream solar cell and module makers are mostly quoting flat prices – prices have only been increased for a portion of high efficiency products, in order to test out the market. Furthermore, Chinese makers are still mainly providing standard products and quoting flat prices, resulting in a price trend discrepancy when it comes to different product quality. EnergyTrend believes that unless the market sees a major change, based on the currently supply and demand status, in 1Q12 high efficiency products will see a gradual rise in price, while standard product price will stay flat.

",$28-30/
2012-01-19 17:05 ,"
                                EnergyTrend: Benefitting from Inventory Restocking Orders, Post-Chinese New Year Solar Supply Chain Price Increase Brewing                            ",https://www.energytrend.com/pricequotes/20120119-2901.html,"

As Germany’s installation volume for 4Q was unexpectedly high, inventory levels were adjusted significantly – some system makers’ stock levels had even fallen to recent lows. Meanwhile, affected by the uncertainty of Germany’s policies, demand momentum for 1Q12 may be similar to that of 4Q11. According to EnergyTrend, a research division of TrendForce, although European system manufacturers have already begun to place orders, their main priority is still inventory restocking. Since related manufacturers have been continuously receiving European system vendor orders, and previously placed North American orders are currently being shipped, polysilicon and silicon wafer demands are increasing simultaneously. 

	On the other hand, although Taiwanese solar cell makers’ shipment volume has increased, price has not followed suit. EnergyTrend research indicates, recently solar cell orders have mostly been urgent orders placed by Chinese module makers. While order volume is large, in order to be compatible with module manufacturing process, China makers’ own patterns must be used. Additionally, as most orders consist mainly of standard products (16.4%-16.8%), price remains low and these orders do not significantly benefit solar cell makers’ profitability. The main advantage to accepting these orders is the increase in capacity utilization rate.
	Furthermore, Chinese manufacturers previously cut capacity, which reduced supply volume. Now, as urgent orders flood in, supply still seems tight, which has caused the slight increase in standard product prices.
As for modules, this week’s module price stayed flat. Related vendors indicate that if upstream prices continue to rise, makers will have to transfer cost to the client end – whether or not they will be successful depends on the future development of the market.

",
